date,average fee per tx,txs count,__row_index
2023-11-07T00:00:00.000Z,0.01691431261,280923,190
2023-11-08T00:00:00.000Z,0.01618454065,312832,191
2023-11-09T00:00:00.000Z,0.01536964787,345706,192
2023-11-10T00:00:00.000Z,0.0157029875,323719,193
2023-11-11T00:00:00.000Z,0.01630797637,302633,194
2023-11-12T00:00:00.000Z,0.01615587262,309540,195
2023-11-13T00:00:00.000Z,0.01598757009,323297,196
2023-11-14T00:00:00.000Z,0.01533060635,372213,197
2023-11-15T00:00:00.000Z,0.01509379987,409179,198
2023-11-16T00:00:00.000Z,0.01493105678,428716,199
2023-11-17T00:00:00.000Z,0.01613773982,312661,200
2023-11-18T00:00:00.000Z,0.01614706287,307905,201
2023-11-19T00:00:00.000Z,0.01601186122,322307,202
2023-11-20T00:00:00.000Z,0.01632785184,300623,203
2023-11-21T00:00:00.000Z,0.01609188072,308799,204
2023-11-22T00:00:00.000Z,0.01607355293,300263,205
2023-11-23T00:00:00.000Z,0.02020921836,175884,206
2023-11-24T00:00:00.000Z,0.01760858647,239225,207
2023-11-25T00:00:00.000Z,0.01777617486,238279,208
2023-11-26T00:00:00.000Z,0.01688667671,265567,209
2023-11-27T00:00:00.000Z,0.01704993378,265366,210
2023-11-28T00:00:00.000Z,0.01736376346,256228,211
2023-11-29T00:00:00.000Z,0.01692238297,264246,212
2023-11-30T00:00:00.000Z,0.01705280725,267458,213
2023-12-01T00:00:00.000Z,0.01631204901,290030,214
2023-12-02T00:00:00.000Z,0.01636995084,289899,215
2023-12-03T00:00:00.000Z,0.01608029786,360179,216
2023-12-04T00:00:00.000Z,0.01474201479,471532,217
2023-12-05T00:00:00.000Z,0.01554229306,373439,218
2023-12-06T00:00:00.000Z,0.01569452227,357149,219
2023-12-07T00:00:00.000Z,0.01552904297,369480,220
2023-12-08T00:00:00.000Z,0.01603745889,346685,221
2023-12-09T00:00:00.000Z,0.01546028986,396625,222
2023-12-10T00:00:00.000Z,0.01516310819,402859,223
2023-12-11T00:00:00.000Z,0.0152307039,392885,224
2023-12-12T00:00:00.000Z,0.01454163239,470148,225
2023-12-13T00:00:00.000Z,0.01513946211,392596,226
2023-12-14T00:00:00.000Z,0.01507121421,376575,227
2023-12-15T00:00:00.000Z,0.01532934646,342927,228
2023-12-16T00:00:00.000Z,0.01540624186,347777,229
2023-12-17T00:00:00.000Z,0.01575303654,375967,230
2023-12-18T00:00:00.000Z,0.01509800741,414958,231
2023-12-19T00:00:00.000Z,0.01532142078,401247,232
2023-12-20T00:00:00.000Z,0.01549684943,363615,233
2023-12-21T00:00:00.000Z,0.01536039657,404081,234
2023-12-22T00:00:00.000Z,0.01546951741,434323,235
2023-12-23T00:00:00.000Z,0.01622920145,363339,236
2023-12-24T00:00:00.000Z,0.01595135066,374565,237
2023-12-25T00:00:00.000Z,0.0164210959,341071,238
2023-12-26T00:00:00.000Z,0.01581185931,416933,239
2023-12-27T00:00:00.000Z,0.01559865689,420564,240
2023-12-28T00:00:00.000Z,0.01575075894,389633,241
2023-12-29T00:00:00.000Z,0.01621198438,360686,242
2023-12-30T00:00:00.000Z,0.01611363191,367742,243
2023-12-31T00:00:00.000Z,0.01612931811,370015,244
2024-01-01T00:00:00.000Z,0.01617113498,354029,245
2024-01-02T00:00:00.000Z,0.01554512364,423289,246
2024-01-03T00:00:00.000Z,0.01517787758,459587,247
2024-01-04T00:00:00.000Z,0.01508455526,461500,248
2024-01-05T00:00:00.000Z,0.01539728538,419802,249
2024-01-06T00:00:00.000Z,0.01552032435,408549,250
2024-01-07T00:00:00.000Z,0.01563776937,390358,251
2024-01-08T00:00:00.000Z,0.0153073952,433893,252
2024-01-09T00:00:00.000Z,0.01582600046,402872,253
2024-01-10T00:00:00.000Z,0.01555267634,420681,254
2024-01-11T00:00:00.000Z,0.01539145586,443962,255
2024-01-12T00:00:00.000Z,0.01603834585,384306,256
2024-01-13T00:00:00.000Z,0.01583437046,383139,257
2024-01-14T00:00:00.000Z,0.01595584679,366182,258
2024-01-15T00:00:00.000Z,0.0157452876,371971,259
2024-01-16T00:00:00.000Z,0.01631401674,352794,260
2024-01-17T00:00:00.000Z,0.01603693317,570966,261
2024-01-18T00:00:00.000Z,0.01590890459,570581,262
2024-01-19T00:00:00.000Z,0.01544905983,567421,263
2024-01-20T00:00:00.000Z,0.01569401043,517348,264
2024-01-21T00:00:00.000Z,0.0157902144,501795,265
2024-01-22T00:00:00.000Z,0.01578158242,521550,266
2024-01-23T00:00:00.000Z,0.01551508001,492818,267
2024-01-24T00:00:00.000Z,0.01575634091,447580,268
2024-01-25T00:00:00.000Z,0.01582719003,436899,269
2024-01-26T00:00:00.000Z,0.0159636363,408085,270
2024-01-27T00:00:00.000Z,0.01614591789,399708,271
2024-01-28T00:00:00.000Z,0.01622357199,428347,272
2024-01-29T00:00:00.000Z,0.01586484139,451299,273
2024-01-30T00:00:00.000Z,0.01560982028,473607,274
2024-01-31T00:00:00.000Z,0.01739278489,582997,275
2024-02-01T00:00:00.000Z,0.01590403279,426323,276
2024-02-02T00:00:00.000Z,0.01583669245,404719,277
2024-02-03T00:00:00.000Z,0.01603487043,373236,278
2024-02-04T00:00:00.000Z,0.01627494634,359385,279
2024-02-05T00:00:00.000Z,0.01644734944,340309,280
2024-02-06T00:00:00.000Z,0.01618901489,359745,281
2024-02-07T00:00:00.000Z,0.01565808368,430687,282
2024-02-08T00:00:00.000Z,0.01589212466,429003,283
2024-02-09T00:00:00.000Z,0.0157971638,449971,284
2024-02-10T00:00:00.000Z,0.01578245841,528956,285
2024-02-11T00:00:00.000Z,0.01536344276,529815,286
2024-02-12T00:00:00.000Z,0.01577392105,511233,287
2024-02-13T00:00:00.000Z,0.01578783621,458436,288
2024-02-14T00:00:00.000Z,0.01579229609,438022,289
2024-02-15T00:00:00.000Z,0.01570532057,428203,290
2024-02-16T00:00:00.000Z,0.01563864556,444981,291
2024-02-17T00:00:00.000Z,0.01598456362,431580,292
2024-02-18T00:00:00.000Z,0.0162667239,406057,293
2024-02-19T00:00:00.000Z,0.01592609853,475797,294
2024-02-20T00:00:00.000Z,0.01574053062,461661,295
2024-02-21T00:00:00.000Z,0.01576576211,435954,296
2024-02-22T00:00:00.000Z,0.01630401497,385783,297
2024-02-23T00:00:00.000Z,0.01643598592,376113,298
2024-02-24T00:00:00.000Z,0.0167734168,359855,299
2024-02-25T00:00:00.000Z,0.0160543304,417317,300
2024-02-26T00:00:00.000Z,0.01624520566,396222,301
2024-02-27T00:00:00.000Z,0.01657620698,380919,302
2024-02-28T00:00:00.000Z,0.0164390516,386800,303
2024-02-29T00:00:00.000Z,0.01638416555,387288,304
2024-03-01T00:00:00.000Z,0.01564368082,504971,305
2024-03-02T00:00:00.000Z,0.01791376104,557059,306
2024-03-03T00:00:00.000Z,0.0160062534,483729,307
2024-03-04T00:00:00.000Z,0.01644635696,488182,308
2024-03-05T00:00:00.000Z,0.01565025166,464163,309
2024-03-06T00:00:00.000Z,0.01607437148,426695,310
2024-03-07T00:00:00.000Z,0.01477933367,476330,311
2024-03-08T00:00:00.000Z,0.01486642721,460274,312
2024-03-09T00:00:00.000Z,0.01538309197,418016,313
